age,overall,pace,shooting,passing,dribbling,defending,physicality,height_cm,weight_kg,international_reputation,weak_foot,skill_moves,wage_eur,release_clause_eur,value_eur,player_positions
26,84,59,56,68,24,61,79,182,92,3,3,5,113131,5006011,17670327,Defender
21,66,88,79,51,49,31,39,188,88,1,1,4,92863,5640099,13607373,Goalkeeper
33,84,44,57,67,23,14,33,189,69,2,1,5,84204,3377721,14424090,Goalkeeper
36,68,52,31,64,34,24,30,170,69,1,4,4,78337,8275625,11953709,Defender
25,69,74,94,73,54,45,72,180,71,1,4,1,62237,7398954,11107203,Attacker
19,85,91,92,65,93,72,34,186,62,2,3,2,99731,8129271,16323171,Goalkeeper
24,84,44,20,50,74,88,63,183,62,2,1,3,112157,16188226,16215595,Goalkeeper
21,81,75,77,56,85,58,95,190,72,3,2,2,97404,11425767,16154420,Goalkeeper
17,93,93,22,35,79,64,53,189,90,5,5,2,117284,8861869,19923627,Goalkeeper
32,89,75,82,65,43,81,43,160,86,2,5,5,111840,4726991,17420224,Defender
20,73,85,40,65,41,69,70,160,65,1,5,5,60164,5369305,11864453,Defender
21,66,73,42,97,63,66,71,167,86,3,4,1,45666,4130958,12379618,Defender
27,56,58,28,80,51,38,42,193,94,4,1,3,79244,7613005,13756894,Goalkeeper
36,92,91,74,65,70,28,58,175,68,3,1,4,99533,11137139,17322804,Attacker
25,50,81,38,70,22,82,94,186,65,2,2,4,34419,2124544,9222618,Goalkeeper
37,84,83,81,81,89,19,75,163,65,2,4,2,103987,3150612,15438468,Attacker
36,81,86,58,54,51,19,63,178,99,5,2,1,107518,13712992,18700542,Attacker
21,85,95,95,61,21,66,92,188,85,3,1,3,112037,14433099,17822260,Goalkeeper
23,62,51,46,64,78,63,33,162,78,2,5,4,60464,8428355,11895682,Defender
17,55,49,65,87,92,65,57,170,75,1,4,2,56069,8202019,10592735,Midfielder
27,63,62,53,94,96,77,30,167,82,1,4,1,82899,4070388,12335331,Midfielder
28,86,54,52,66,33,78,65,198,70,3,4,3,97715,7080878,16149789,Goalkeeper
36,64,75,69,98,70,64,42,192,75,5,5,2,74620,9862011,15037185,Goalkeeper
22,53,86,39,49,30,78,34,167,88,3,4,2,70664,10039935,12052833,Defender
25,89,34,59,43,97,81,43,184,97,5,3,1,108566,3446269,18675852,Goalkeeper
28,65,84,77,85,29,90,61,183,79,1,4,1,91240,6980231,12593442,Goalkeeper
32,77,90,50,62,77,10,79,185,80,2,5,1,98990,4316588,15080196,Goalkeeper
36,65,37,57,53,53,21,56,185,87,4,4,1,54974,6850584,12711578,Goalkeeper
29,53,45,64,42,97,44,64,176,92,2,3,3,38217,4572879,10035161,Attacker
17,94,77,60,80,72,87,32,186,99,1,3,1,132064,15915867,17823049,Goalkeeper
37,75,90,28,56,47,91,33,188,85,1,4,1,69919,5371752,11839251,Goalkeeper
26,77,44,28,32,37,83,36,198,69,2,1,1,92225,7262691,13772279,Goalkeeper
16,81,94,82,90,45,88,32,168,93,2,1,3,77488,4759604,14772944,Defender
34,94,51,98,26,26,42,88,173,68,1,2,4,130841,9591590,17778000,Defender
36,51,32,96,61,64,92,30,164,95,2,3,2,64715,9575864,10630127,Defender
19,80,83,41,57,64,34,57,189,70,4,1,5,99644,3546155,17299247,Goalkeeper
34,52,43,35,71,90,25,88,187,69,4,2,2,64840,4466238,12747435,Goalkeeper
36,57,65,51,63,54,17,82,196,66,3,1,3,35695,4454406,10042132,Goalkeeper
26,73,96,85,83,71,44,39,167,97,4,4,1,78691,5971192,15866004,Attacker
23,64,39,33,32,40,94,32,174,75,1,3,3,75274,10839315,11552770,Defender
26,92,78,57,47,47,92,36,187,85,1,1,4,129153,9022279,17532388,Goalkeeper
19,80,94,27,20,63,55,38,195,91,3,4,5,89742,11843341,15999837,Goalkeeper
32,58,86,40,62,75,20,98,192,90,5,2,4,36709,4691828,11646024,Goalkeeper
22,88,56,75,61,29,70,42,165,91,3,4,1,109771,3414417,17187927,Defender
23,94,34,65,69,42,53,69,171,71,5,2,3,118879,9315202,19852578,Defender
18,51,86,62,79,67,20,91,166,86,5,1,3,75844,4829478,14613038,Midfielder
37,57,44,65,20,71,20,91,187,81,2,5,1,49461,4330460,10461493,Goalkeeper
17,56,59,67,70,34,31,39,166,74,4,4,1,55474,4744831,12506350,Midfielder
30,93,49,89,35,74,94,40,160,67,5,5,5,120274,16677618,20050143,Defender
37,88,66,50,58,62,91,91,183,63,2,3,4,105722,5500690,16874439,Goalkeeper
37,91,32,52,34,69,71,85,178,67,3,5,1,86619,4492315,15805684,Defender
20,65,70,63,52,25,57,78,191,82,3,3,1,88560,3805246,14516808,Goalkeeper
16,84,68,90,72,52,72,45,189,75,5,1,4,99395,11792038,18850313,Goalkeeper
19,79,55,27,36,81,60,38,160,93,2,1,1,71929,10080363,13293814,Defender
30,59,31,92,25,74,54,62,191,81,1,4,5,78767,5846123,12051634,Goalkeeper
35,87,52,21,50,58,42,64,179,82,4,5,5,101611,3802151,17812977,Defender
34,67,52,36,88,31,94,68,180,64,5,3,4,84250,4104877,15612226,Defender
18,54,45,71,59,50,69,54,178,96,1,3,2,32514,1374890,8372337,Defender
35,78,38,64,49,93,11,85,189,66,4,5,5,74303,7510607,15705094,Goalkeeper
26,88,42,56,88,72,22,77,187,96,1,1,3,93088,5946064,15203293,Goalkeeper
32,83,57,61,95,53,75,39,191,85,2,1,3,85131,11722003,14548513,Goalkeeper
28,92,56,63,26,60,66,70,189,87,5,3,2,127143,6290263,20364358,Goalkeeper
26,94,80,57,32,29,52,88,182,63,1,4,5,109194,15463914,16245660,Defender
17,72,93,25,23,71,54,57,186,91,1,1,1,72929,5099827,12269479,Goalkeeper
24,54,81,87,69,94,40,70,196,97,1,2,2,78099,10471255,11738188,Goalkeeper
17,79,67,70,22,76,19,95,185,68,5,3,1,103885,14946922,18320823,Goalkeeper
36,55,94,54,31,97,32,80,162,95,2,5,3,71061,10542867,12010766,Attacker
24,93,47,77,84,22,38,91,190,85,2,5,2,90238,11408899,15621022,Goalkeeper
24,53,92,76,46,76,40,59,161,70,1,3,5,71406,3013503,10939327,Attacker
23,78,80,92,69,52,87,69,169,79,2,3,3,83483,3059271,14441576,Defender
32,72,38,25,96,26,83,69,197,97,4,1,5,82820,9836322,15201994,Goalkeeper
16,55,42,32,36,23,27,98,178,74,2,3,1,73576,10127351,12094799,Defender
26,81,69,78,91,58,20,91,190,94,1,3,5,73022,3645757,13174070,Goalkeeper
23,91,84,49,51,67,56,44,188,68,4,2,2,111239,15899178,18641186,Goalkeeper
25,67,72,21,70,93,12,32,184,92,5,5,1,54267,5601837,13998550,Goalkeeper
22,64,73,77,36,98,11,53,191,70,3,1,2,67302,3020588,12609906,Goalkeeper
18,89,97,55,53,35,63,70,176,81,2,4,1,121081,6059382,17250313,Defender
18,81,62,91,54,57,81,92,182,65,4,1,2,103293,3916318,17129418,Defender
33,58,53,64,43,23,40,77,177,96,3,5,3,39981,1886536,10320655,Defender
20,86,65,28,73,23,17,90,170,80,5,4,2,115668,13632037,19500609,Defender
27,59,39,84,37,46,52,77,179,71,3,3,3,63971,3598494,12395475,Defender
27,69,49,96,69,36,57,76,172,66,5,2,4,87243,8497337,16253189,Defender
34,55,41,69,65,89,11,85,183,61,1,2,5,48431,5643652,10299298,Goalkeeper
21,52,91,98,67,73,31,37,179,98,1,5,1,51690,7103928,10213821,Attacker
17,91,47,51,52,27,14,47,187,83,5,5,5,103850,10467168,18825075,Goalkeeper
27,60,92,62,46,72,16,52,194,85,3,2,3,59736,5875996,11854054,Goalkeeper
34,92,54,97,20,24,29,98,180,84,2,4,3,95491,13324696,15047935,Defender
20,66,41,73,78,88,86,94,165,79,3,4,3,77365,5058787,13804971,Defender
27,81,50,66,29,66,11,75,166,99,3,1,2,101356,5518245,16032628,Attacker
32,53,54,33,44,93,41,95,188,61,2,3,5,43519,5863554,10452315,Goalkeeper
32,53,40,67,76,59,12,98,182,94,3,4,3,44682,1740040,10926548,Midfielder
25,66,93,74,85,26,50,51,164,92,3,3,4,76118,4016126,14153380,Midfielder
32,90,79,48,34,31,51,94,181,76,4,5,3,112961,8963496,18136656,Defender
30,68,91,66,47,44,86,41,168,81,5,4,5,90929,6669648,16423637,Defender
27,54,78,82,32,47,94,48,191,60,1,4,3,69169,7935831,10570770,Goalkeeper
31,81,43,38,33,62,54,51,169,96,5,4,3,99298,4072889,18207766,Defender
34,71,30,28,85,96,80,84,187,89,3,1,1,54864,4787374,12306432,Goalkeeper
23,55,54,56,53,66,26,91,170,65,2,5,3,68692,8725710,11374923,Defender
36,84,88,71,44,68,56,80,166,73,2,2,5,107688,12061187,16621757,Defender
32,71,98,76,73,73,78,77,189,95,1,1,1,72030,7620621,11951454,Goalkeeper
20,50,34,47,98,37,33,46,197,92,1,1,1,63066,3703436,9929305,Goalkeeper
37,69,48,55,31,46,80,42,193,97,1,4,3,95177,7351083,13175897,Goalkeeper
31,71,52,83,28,91,43,57,187,98,2,1,3,54885,2836831,11800679,Goalkeeper
21,60,38,37,50,25,59,96,191,65,3,2,4,76328,6951267,12927455,Goalkeeper
23,62,79,54,97,94,51,34,175,85,1,1,5,60865,6092598,11246714,Midfielder
33,91,45,87,72,88,42,89,198,83,1,1,5,102378,10825627,16220889,Goalkeeper
27,52,62,97,62,90,36,44,160,92,2,4,2,73870,9980922,11768936,Attacker
30,58,31,58,57,41,87,73,193,67,3,5,2,80313,3005278,12762082,Goalkeeper
24,61,43,27,61,78,68,75,182,93,1,2,5,67803,5193540,11607514,Defender
28,72,30,34,91,66,28,58,179,93,3,4,3,92905,9375646,15212361,Midfielder
30,63,87,26,67,87,85,97,177,83,4,1,1,87542,8615423,14915277,Defender
25,82,45,36,86,51,12,78,177,61,1,2,4,95488,3113337,14831513,Midfielder
31,67,76,83,85,20,80,72,199,67,1,3,3,61059,3218852,11063368,Goalkeeper
22,90,73,31,35,73,34,97,180,84,2,1,1,86233,11338723,15039743,Defender
32,58,43,75,35,65,24,49,167,89,4,5,5,37102,3407708,11528072,Attacker
36,72,53,65,50,60,92,47,193,91,4,1,3,72456,5769459,14541661,Goalkeeper
37,59,84,66,77,60,69,93,170,89,4,5,4,79437,10963976,14687648,Defender
22,68,44,98,47,27,92,78,169,66,5,3,2,72063,2810042,14928202,Defender
29,54,63,35,23,51,32,71,167,83,2,4,1,54590,7679570,10630914,Defender
30,72,31,88,29,49,20,41,167,68,2,4,3,84717,2823956,13214076,Attacker
36,79,56,21,70,65,68,65,178,75,1,4,4,93695,9137177,13978867,Defender
22,74,52,73,37,71,94,37,160,61,2,2,3,87774,8479928,14239265,Defender
24,77,97,46,66,80,43,57,162,94,1,5,5,81504,8695514,13721838,Midfielder
34,83,43,50,51,32,16,89,191,93,1,1,1,99282,3331422,14522642,Goalkeeper
31,94,92,60,49,59,53,78,175,81,5,2,5,130234,12198011,20836466,Defender
23,74,94,55,55,80,73,67,189,78,2,2,5,88990,3882961,15134391,Goalkeeper
33,59,97,66,28,63,32,87,187,80,2,1,2,55157,2687110,10934855,Goalkeeper
33,63,92,62,55,81,67,34,187,71,5,3,5,85766,4789395,15926121,Goalkeeper
35,91,93,84,48,63,29,75,175,70,5,4,4,89726,9293931,17876821,Attacker
22,79,61,69,35,67,36,31,192,78,2,3,1,73580,5651726,14062643,Goalkeeper
18,90,42,20,40,93,69,54,184,65,2,3,2,94735,3812182,16422171,Goalkeeper
33,74,95,91,83,78,17,30,177,73,1,4,3,88108,5698965,13355027,Attacker
25,63,48,76,85,76,76,98,185,92,3,3,5,67229,2635011,13770039,Goalkeeper
22,84,53,35,78,30,11,69,165,97,1,2,3,84102,9225593,13428089,Midfielder
32,83,40,47,47,44,31,97,197,72,4,1,2,102960,9976394,16889574,Goalkeeper
29,59,88,41,74,80,79,98,162,85,4,2,3,58077,4583572,12977271,Defender
18,84,44,60,50,65,45,98,165,73,3,2,4,72336,10222611,15034534,Defender
27,60,39,95,52,73,33,45,173,83,5,5,2,81219,7492209,15372769,Attacker
28,60,70,38,79,53,21,83,177,60,4,4,1,37623,5135700,11661125,Midfielder
17,70,56,69,60,26,90,92,175,89,5,4,1,84227,8379761,15411854,Defender
18,70,89,78,65,81,31,47,183,69,5,2,1,69770,5247760,16005356,Goalkeeper
20,71,81,88,68,76,92,46,172,69,1,4,1,91208,8635539,14149592,Defender
26,94,57,53,84,95,82,33,160,87,5,5,2,104083,5019245,19542618,Defender
23,56,94,58,61,24,85,38,197,63,3,1,2,69903,7757164,12334940,Goalkeeper
27,66,46,93,42,95,90,60,173,73,1,3,2,69615,10292994,11831833,Defender
22,51,73,26,46,54,32,34,176,71,3,4,5,58337,3482285,11526891,Defender
30,61,39,71,51,56,83,45,172,97,5,2,2,72039,4955110,14617186,Defender
32,91,92,79,22,79,72,71,172,96,4,4,2,116865,9200896,18380245,Defender
19,67,76,71,79,84,39,70,168,69,5,2,2,75654,6658907,15838863,Midfielder
37,60,67,98,95,35,28,59,165,86,3,3,1,84849,9867290,13813875,Midfielder
28,65,82,43,98,49,35,55,165,71,2,4,4,66868,3102727,12316480,Midfielder
33,67,73,45,36,92,20,78,189,81,2,3,1,86613,5742083,13564365,Goalkeeper
16,84,83,29,51,61,29,60,196,63,4,2,4,94279,8922607,16845133,Goalkeeper
31,75,49,36,26,80,65,79,173,88,3,5,4,91161,9184405,14906579,Defender
28,65,60,97,90,93,54,44,163,95,4,5,4,82562,7793491,15346717,Attacker
25,55,36,21,88,96,77,81,193,73,1,1,1,40865,3361500,9101251,Goalkeeper
27,93,87,96,77,67,56,67,161,71,5,2,5,103372,11926751,19410536,Attacker
17,92,39,46,59,81,85,67,176,79,1,2,3,98836,5390215,15823210,Defender
18,91,39,92,67,83,67,89,173,82,2,2,5,125427,8018212,18375139,Defender
25,61,68,90,70,76,19,49,176,81,5,5,1,78691,6557951,14566351,Attacker
17,62,57,67,76,87,31,73,189,93,1,5,4,53349,6052996,10864243,Goalkeeper
28,53,59,93,90,65,80,92,188,80,2,5,3,56182,2240656,11017209,Goalkeeper
28,88,66,28,56,47,33,79,166,68,1,4,5,100113,4393010,15680798,Defender
33,51,96,42,94,96,75,51,168,69,5,4,2,68648,8504732,13743656,Midfielder
18,75,72,90,93,22,94,83,182,69,1,5,5,77091,4726803,13385799,Defender
22,76,81,92,74,56,70,38,195,89,5,3,1,94272,13727739,17340067,Goalkeeper
29,76,85,46,60,67,16,44,173,92,1,4,3,77497,11265629,13180220,Midfielder
35,64,97,90,39,38,81,77,179,61,4,4,2,59992,6737905,13005654,Defender
32,57,38,62,52,36,47,49,176,91,1,4,3,67937,7882375,10436661,Defender
36,56,52,26,59,59,30,64,191,76,1,4,3,64421,6965200,10448081,Goalkeeper
27,89,92,82,53,69,17,96,184,87,4,1,5,94899,4866393,18012279,Goalkeeper
31,61,90,63,81,92,37,89,189,76,2,4,4,75980,6842354,13039312,Goalkeeper
27,62,69,58,38,48,63,63,186,73,5,3,5,61154,7654153,14395342,Goalkeeper
30,92,73,59,62,70,40,83,186,69,3,1,2,89606,11018076,16551302,Goalkeeper
25,66,53,26,88,61,50,41,190,93,2,4,1,76077,10487403,12737623,Goalkeeper
22,66,80,89,82,48,46,48,185,73,5,2,5,91094,12579697,16485600,Goalkeeper
35,85,87,44,29,85,47,55,173,76,1,1,4,90487,5553933,14836959,Defender
20,70,62,78,32,36,60,52,180,96,2,4,4,56335,6569025,11796221,Defender
16,57,45,32,24,50,85,62,187,81,1,3,5,75042,8116602,11629292,Goalkeeper
32,54,51,81,77,71,46,86,174,77,2,5,2,49950,6808166,10273020,Defender
18,75,86,27,78,58,40,59,189,94,2,4,4,106221,5525290,15562479,Goalkeeper
28,65,91,64,95,79,71,52,184,77,3,2,4,68845,8177072,13387360,Goalkeeper
29,85,59,37,78,70,27,65,170,89,4,3,2,86435,6983935,16546505,Midfielder
33,77,52,79,96,35,15,72,170,96,2,1,2,70066,5418782,13036264,Midfielder
19,78,61,79,34,33,18,95,187,99,1,3,2,99519,3412995,14232324,Goalkeeper
33,61,86,21,96,61,20,82,164,65,3,4,2,49016,7125713,11645876,Midfielder
20,86,38,85,20,70,11,89,187,74,2,2,5,93215,10355461,15284781,Goalkeeper
31,79,60,33,57,43,38,66,167,94,4,3,5,80420,8113113,15697339,Defender
16,72,38,67,72,62,60,90,185,85,1,3,3,89815,5401464,13479798,Goalkeeper
36,65,42,75,71,92,78,82,165,86,3,5,3,48016,5234389,11576852,Defender
29,63,87,31,20,38,32,41,191,89,5,5,3,68444,9819820,14226338,Goalkeeper
30,59,32,74,30,80,16,64,191,70,4,4,4,44027,2183498,11554785,Goalkeeper
24,56,64,47,77,82,65,96,171,83,5,1,2,68176,10093936,14470632,Defender
30,94,50,23,59,45,86,67,165,73,5,1,5,130941,10644393,20879177,Defender
32,86,93,55,79,54,71,53,172,82,3,2,5,121105,17849362,18446086,Defender
19,78,81,69,63,86,83,69,198,68,3,4,2,89901,9535269,15998000,Goalkeeper
27,52,63,22,25,75,89,94,199,77,3,1,3,36948,2545451,9453133,Goalkeeper
20,64,64,20,47,59,24,86,193,98,5,3,4,49627,3718713,13295861,Goalkeeper
20,85,44,36,50,48,62,74,182,78,1,4,5,113921,7389665,16244350,Defender
26,68,35,90,27,25,52,42,176,64,3,3,1,86733,6086336,14548150,Defender
21,62,61,81,24,71,92,35,160,77,4,2,4,59557,6407398,13555057,Defender
22,91,81,67,73,20,94,76,166,92,3,4,4,114988,3678766,18554703,Defender
29,70,57,81,36,71,44,73,172,97,3,2,3,54464,7958047,12442708,Attacker
26,86,93,88,57,43,88,61,173,72,3,5,2,76805,9387365,15180646,Defender
28,76,48,38,28,53,23,32,176,68,5,2,1,71189,10174411,15494201,Defender
17,78,44,53,93,26,78,83,189,85,1,5,3,102813,11937120,14411182,Goalkeeper
22,69,35,68,97,94,58,67,193,60,3,4,2,72629,6371309,13428479,Goalkeeper
35,74,67,66,33,30,27,33,186,71,5,3,1,91286,4816915,16517474,Goalkeeper
19,55,55,69,45,55,60,46,184,83,4,3,5,48164,4429093,12023730,Goalkeeper
23,85,80,45,81,39,10,66,194,60,1,3,1,88412,10203051,13620163,Goalkeeper
35,51,82,75,44,82,36,65,168,63,5,2,3,51335,6801986,13045270,Attacker
37,71,85,97,55,82,73,87,165,66,2,4,1,70672,4868999,13117294,Attacker
36,81,88,33,52,88,69,70,185,87,4,4,1,70014,6389316,15387158,Goalkeeper
34,65,87,97,22,49,50,37,197,96,4,5,1,68263,7126500,13898519,Goalkeeper
28,67,42,44,30,49,30,96,198,64,2,4,5,94368,9496359,14224215,Goalkeeper
29,54,72,23,77,41,23,59,186,98,5,3,2,72409,2627341,13957983,Goalkeeper
25,85,80,98,83,80,29,81,199,91,5,4,1,100678,8860394,18050696,Goalkeeper
26,79,48,51,37,40,94,54,190,90,4,5,4,68478,8702441,14578322,Goalkeeper
17,94,50,97,66,56,20,81,162,74,5,4,3,136096,17185721,21704800,Attacker
24,68,53,84,63,46,75,88,183,62,2,4,4,57469,5221464,12210920,Goalkeeper
32,72,55,80,78,54,93,59,174,74,5,3,2,76318,11011372,15533890,Defender
18,83,74,39,69,57,33,96,165,77,4,4,3,81798,10564018,15894140,Defender
21,62,57,93,88,79,46,33,170,80,5,2,2,82852,9816241,15412231,Attacker
20,92,58,29,48,89,33,86,189,69,1,5,3,109188,10031330,16250786,Goalkeeper
20,78,46,53,86,51,24,92,194,80,2,5,4,87301,8807026,14461551,Goalkeeper
37,85,97,80,21,46,21,61,197,85,2,5,4,117704,6684200,16601575,Goalkeeper
30,71,73,46,44,22,73,80,199,62,3,4,5,98149,9215094,15363953,Goalkeeper
32,85,90,59,38,68,40,92,188,60,5,2,2,76264,7101903,17146369,Goalkeeper
24,58,97,84,59,49,62,30,182,80,2,5,4,71582,3889157,12505719,Attacker
18,88,54,52,21,41,93,48,162,70,5,1,3,103324,14892893,18471620,Defender
35,68,96,87,84,38,81,64,185,75,1,3,1,50344,2988936,10519721,Goalkeeper
32,87,31,90,81,50,53,92,173,94,4,1,1,96011,4081110,17132729,Defender
25,55,78,28,73,39,39,55,178,80,4,1,1,45267,3894822,11302517,Defender
18,64,55,35,64,38,44,42,180,70,3,5,5,84633,9506725,14280101,Defender
33,69,56,24,68,21,30,52,180,90,3,1,4,60673,3241043,12501584,Defender
33,58,47,42,88,59,72,64,168,60,2,1,2,83222,4323132,12254825,Defender
32,81,83,62,57,58,26,41,172,91,2,2,2,83944,5152183,13931895,Attacker
18,53,30,76,23,91,21,38,196,62,2,3,5,33655,2232204,9704114,Goalkeeper
18,67,90,70,36,73,27,96,197,91,1,4,3,80196,4775191,12932396,Goalkeeper
21,54,32,32,72,46,69,73,183,64,3,5,4,73732,6376626,12783962,Goalkeeper
28,69,97,43,72,98,76,90,197,96,3,5,4,61835,1990565,12989335,Goalkeeper
30,72,70,30,50,31,24,50,170,71,4,1,3,77161,3125175,14976567,Defender
24,60,66,71,41,97,25,36,188,73,3,4,3,67623,7947307,13203057,Goalkeeper
19,86,80,36,30,90,31,40,197,68,3,4,4,102587,8153696,17724960,Goalkeeper
29,71,44,56,53,36,72,74,176,66,1,4,4,97039,7106948,13404646,Defender
20,53,37,32,34,29,40,61,185,75,2,5,1,56800,1775191,10208611,Goalkeeper
17,78,67,81,29,38,10,65,185,87,1,5,2,81588,5367360,13081150,Goalkeeper
26,93,85,27,72,49,84,66,171,66,5,2,1,105989,13624076,19010763,Defender
24,83,76,75,67,49,15,70,177,73,4,5,1,111074,7868934,17776178,Attacker
18,62,39,89,50,44,18,78,168,91,4,5,2,40286,5867382,12023770,Attacker
24,91,78,63,56,93,61,44,162,67,4,2,5,116202,8923741,19416219,Attacker
18,58,70,79,47,85,89,42,169,86,2,5,5,66990,5740739,12567376,Defender
17,91,59,60,50,54,71,82,161,62,2,1,5,131789,16635611,18525244,Defender
27,80,34,40,89,70,67,62,167,86,2,1,5,79582,11775184,14714349,Defender
25,56,60,61,33,90,28,61,177,89,4,2,3,69197,5161516,12672201,Attacker
24,53,81,93,35,90,22,77,198,93,4,2,1,53121,2358165,12626685,Goalkeeper
30,68,52,93,44,46,41,97,190,85,4,1,3,74077,6871891,13946015,Goalkeeper
23,91,77,48,58,29,18,86,173,96,5,4,3,90721,9163846,18342971,Defender
20,79,69,84,85,62,58,91,198,99,5,5,2,105953,15377464,18561365,Goalkeeper
26,80,35,36,57,74,46,31,192,81,4,3,5,93548,7453034,16410554,Goalkeeper
17,84,67,49,60,90,40,45,188,91,2,3,4,93050,3805488,16217032,Goalkeeper
30,70,70,45,59,25,40,37,192,61,2,2,5,76697,8291878,12778781,Goalkeeper
21,80,56,72,83,25,68,48,194,67,5,3,1,88625,2883277,16549992,Goalkeeper
23,68,98,38,35,96,64,61,161,66,5,4,3,60152,4875331,14707179,Defender
20,80,86,72,96,67,28,96,194,78,4,3,1,74478,5895499,15636645,Goalkeeper
31,81,46,36,78,96,72,61,191,92,4,1,3,99435,6023602,16898349,Goalkeeper
33,51,76,65,30,21,11,54,195,61,2,2,3,36886,5374920,8990184,Goalkeeper
21,59,42,72,20,70,54,82,182,62,3,3,3,75447,5915724,13228926,Defender
20,51,40,83,32,80,52,54,164,87,2,5,4,43181,5931551,9955775,Attacker
31,51,53,64,49,38,10,62,175,73,2,2,5,28314,2599600,8362393,Attacker
28,73,33,68,88,21,94,60,199,74,4,4,3,74977,9631870,14397848,Goalkeeper
20,66,75,38,37,70,70,65,183,80,3,1,2,50563,4255757,12847585,Goalkeeper
28,81,47,90,97,45,12,78,199,73,3,3,3,83406,12426198,14986761,Goalkeeper
32,65,72,84,32,89,53,73,187,99,4,1,5,48386,5167793,12725395,Goalkeeper
33,65,62,56,51,39,16,77,184,77,1,4,5,46027,2242142,9635516,Goalkeeper
23,88,39,89,90,42,42,59,166,98,4,3,4,79179,2436472,16845782,Midfielder
28,80,88,45,91,73,18,42,197,79,5,2,3,94090,13310728,17973985,Goalkeeper
34,92,60,21,69,34,39,72,166,60,3,2,2,134191,15085228,18870092,Defender
18,73,57,78,90,25,27,45,181,68,4,5,4,81114,3468019,15936861,Midfielder
23,50,89,24,50,54,65,55,181,68,2,4,4,66353,7910500,10955276,Defender
17,60,32,56,70,94,93,76,186,97,2,3,3,83521,4782231,12806928,Goalkeeper
23,70,84,50,46,27,40,66,192,98,2,1,3,78658,9998033,13374247,Goalkeeper
28,53,43,95,79,76,81,32,191,88,4,1,4,34711,3581853,11318056,Goalkeeper
28,56,87,67,52,69,72,55,198,74,1,3,4,64185,2878003,10868222,Goalkeeper
16,75,44,25,72,68,59,44,191,79,5,4,4,81441,3136610,16476670,Goalkeeper
21,61,31,34,91,40,10,95,160,97,2,4,1,50577,4346292,10922501,Defender
34,80,53,34,52,55,91,57,169,89,4,1,4,87716,12493145,16076874,Defender
31,66,93,80,60,90,28,67,163,85,1,3,5,46063,4502931,10839692,Attacker
23,82,53,35,38,88,73,73,188,65,3,3,2,69067,8363534,14513377,Goalkeeper
16,60,56,39,60,77,62,82,166,98,3,1,2,56615,4887957,12058191,Defender
31,77,66,96,61,82,15,33,197,76,5,3,3,75379,5735563,15951326,Goalkeeper
24,81,68,63,42,35,26,73,165,65,4,3,4,76419,9832442,15835611,Defender
28,50,92,61,94,25,55,75,170,87,4,2,2,39355,3369039,10240270,Defender
26,77,55,65,52,97,81,55,168,68,2,2,2,82526,3877494,14053180,Defender
28,91,94,53,39,71,82,42,189,86,1,5,5,126454,7959325,17269677,Goalkeeper
36,56,33,83,44,21,64,98,181,94,5,5,5,46307,4508727,12044436,Defender
25,51,58,48,71,96,15,73,198,65,1,4,1,52095,4079520,9380524,Goalkeeper
19,91,30,22,31,37,79,82,168,63,5,2,1,89442,6615769,17720977,Defender
21,73,79,28,51,95,77,80,197,75,4,2,2,63176,6965261,14520573,Goalkeeper
22,53,40,94,52,54,49,42,192,82,4,2,3,49490,5263679,11723041,Goalkeeper
20,93,88,94,93,58,75,70,185,82,5,2,2,117282,7938013,20464946,Goalkeeper
26,68,91,44,87,20,18,40,175,88,1,4,3,77290,5652309,12330982,Midfielder
28,75,65,61,34,56,20,66,168,63,3,1,2,79258,9530613,14040962,Attacker
34,60,85,65,70,40,29,89,182,99,3,4,5,53282,7489025,11699062,Defender
25,89,50,92,25,20,52,61,174,99,2,1,4,85733,5907498,14723972,Defender
25,92,42,78,88,23,67,74,178,83,2,5,2,95078,6182476,15736896,Defender
26,60,38,40,88,77,87,47,175,65,1,2,1,78359,4845219,11342898,Defender
36,94,40,93,54,20,35,49,184,99,4,1,3,137949,6480958,19962264,Goalkeeper
22,52,30,41,53,32,47,73,194,65,1,4,3,47031,3539595,9509645,Goalkeeper
33,61,85,48,82,65,45,65,172,73,5,1,2,86369,7939101,14935468,Midfielder
19,52,60,82,87,66,64,98,166,73,3,3,3,60799,5745018,11423438,Defender
17,91,66,92,37,95,15,66,193,94,2,5,1,84097,9496539,16117923,Goalkeeper
29,76,76,80,45,26,12,62,173,65,1,5,5,74556,2706846,12974947,Attacker
28,51,76,83,80,70,74,48,182,82,1,2,4,31542,3071214,8814326,Defender
27,65,98,88,97,22,73,80,182,79,5,2,4,86387,5234937,15933250,Defender
22,51,87,59,93,69,67,61,176,76,4,4,3,60218,3534484,12908137,Midfielder
17,79,65,94,67,45,67,51,172,79,4,1,2,85406,10655859,16226037,Defender
